# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_G_TWIN_CAPUT2	caput2
JT_G_UNGOLIANT	UNGOLIANT
JT_G_VENEDI	venedi
JT_G_VOCAL	VOCAL
JT_G_WAKWAK	WAKWAK
JT_G_WANDER_MAN	WANDER_MAN
JT_G_WASTE_STOVE	WASTE_STOVE
JT_G_WHIKEBAIN	WHIKEBAIN
JT_G_WHISPER_BOSS	WHISPER_BOSS
JT_G_WICKED_NYMPH	WICKED_NYMPH
JT_G_WILD_GINSENG	WILD_GINSENG
JT_G_WILD_RIDER	WILD_RIDER
JT_G_WILD_ROSE	Wild_Rose
JT_G_WIND_GHOST	WIND_GHOST
JT_G_WISH_MAIDEN	WISH_MAIDEN
JT_G_WOLF	WOLF
JT_G_WRAITH	WRAITH
JT_G_WRAITH_DEAD	WRAITH_DEAD
JT_G_XM_CELINE_KIMI	XM_CELINE_KIMI
JT_G_YGNIZEM	Poring
JT_G_YOYO	YOYO
JT_G_ZEROM	ZEROM
JT_G_ZHERLTHSH	ZHERLTHSH
JT_G_ZIPPER_BEAR	ZIPPER_BEAR
JT_G_ZOMBIE	G_ZOMBIE
JT_G_ZOMBIE_PRISONER	ZOMBIE_PRISONER
JT_HAPPY_GIVER	HAPPY_GIVER
JT_HARDROCK_MOMMOTH	HARDROCK_MOMMOTH
JT_HARDROCK_TITAN	HARDROCK_TITAN
JT_HARPY	HARPY
JT_HARWORD	HARWORD
JT_HEADLESS_MULE	HEADLESS_MULE
JT_HEART_HUNTER_N	HEART_HUNTER_N
JT_HEATER	HEATER
JT_HEAVY_METALING	HEAVY_METALING
JT_HELL_APOCALIPS	HELL_APOCALIPS
JT_HELL_FLY	HELL_FLY
JT_HELL_POODLE	HELL_POODLE
JT_HEROS_B_PLANT	BLUE_PLANT
JT_HEROS_CANNON_B	POTON_CANON_3
JT_HEROS_CANNON_G	POTON_CANON_2
JT_HEROS_CANNON_R	POTON_CANON
JT_HEROS_CANNON_Y	POTON_CANON_1
JT_HEROS_DRAGON_1	HEROS_DRAGON_1
JT_HEROS_DRAGON_2	HEROS_DRAGON_2
JT_HEROS_DRAGON_3	HEROS_DRAGON_3
JT_HEROS_DRAGON_4	HEROS_DRAGON_4
JT_HEROS_F_PEGASUS	HEROS_DRAGON_1
JT_HEROS_GINSENG	WILD_GINSENG
JT_HEROS_G_FERUS	FERUS_
JT_HEROS_IN_ORB_1	HEROS_IN_ORB_1
JT_HEROS_IN_ORB_2	HEROS_IN_ORB_2
JT_HEROS_IN_ORB_3	HEROS_IN_ORB_3
JT_HEROS_IN_ORB_4	HEROS_IN_ORB_4
JT_HEROS_KEEPER	GARDEN_KEEPER
JT_HEROS_OUT_ORB	HEROS_OUT_ORB
JT_HEROS_P_FERUS	FERUS_P
JT_HEROS_R_FERUS	FERUS
JT_HEROS_R_PLANT	RED_PLANT
JT_HEROS_WATCHER	GARDEN_WATCHER
JT_HEROS_WOLF	WOLF
JT_HEROS_W_PLANT	WHITE_PLANT
JT_HEROS_Y_PLANT	YELLOW_PLANT
JT_HEYDRICH	HEYDRICH
JT_HIDDEN_MOB	INVISIBLE
JT_HIDDEN_MOB2	INVISIBLE
JT_HIDDEN_MOB3	INVISIBLE
JT_HIDDEN_MOB4	INVISIBLE
JT_HIDDEN_MOB5	INVISIBLE
JT_HIDDEN_MOB6	INVISIBLE
JT_HIDDEN_MOB7	INVISIBLE
JT_HIDDEN_MOB8	invisible
JT_HIDDEN_MOB_W	INVISIBLE
JT_HIDDEN_NPC	1_ETC_01
JT_HIDDEN_TEST	PORING
JT_HIDEN_PRIEST	FALLINGBISHOP
JT_HIGH_ORC	HIGH_ORC
JT_HIGH_ORC_2	high_orc
JT_HIGH_ORC_ANNIV	high_orc_anniv
JT_HILLSRION	HILLSRION
JT_HILL_WIND	HILL_WIND
JT_HILL_WIND_1	HILL_WIND_1
JT_HODE	HODE
JT_HODREMLIN	HODREMLIN
JT_HOLY_FRUS	HOLY_FRUS
JT_HOLY_SKOGUL	HOLY_SKOGUL
JT_HORN	HORN
JT_HORNET	Hornet
JT_HORN_SCARABA	HORN_SCARABA
JT_HORN_SCARABA2	HORN_SCARABA2
JT_HORN_SCARABA2_EGG	HORN_SCARABA2_EGG
JT_HORN_SCARABA_EGG	HORN_SCARABA_EGG
JT_HORONG	HORONG
JT_HUGELING	Hugeling90_6.gr2
JT_HUNTER_FLY	Hunter_fly
JT_HYDRA	HYDRA
JT_HYDRA_H	HYDRA
JT_HYDRO	HYDRO
JT_HYEGUN	HYEGUN
JT_HYLOZOIST	HYLOZOIST
JT_IARA	IARA
JT_ICEICLE	ICEICLE
JT_ICE_GHOST_H	ice_ghost
JT_ICE_TITAN	ICE_TITAN
JT_IFN_POIRING	GOLDPORING
JT_IFRIT	IFRIT
JT_ILLEGAL_PROMOTION	ANOPHELES
JT_ILL_ABYSMAL_WITCH	ILL_ABYSMAL_WITCH
JT_ILL_ANDRE	ILL_ANDRE
JT_ILL_ANDREA	ill_andrea
JT_ILL_ANDRE_LARVA	ILL_ANDRE_LARVA
JT_ILL_ANES	ill_anes
JT_ILL_ANT_EGG	ILL_ANT_EGG
JT_ILL_ARCHER_SKELETON	ILL_ARCHER_SKELETON
JT_ILL_ASSULTER	ILL_ASSULTER
JT_ILL_BAPHOMET	ill_baphomet
JT_ILL_BAPHOMET_J	ill_baphomet_j
JT_ILL_BLACK_MUSHROOM	ILL_BLACK_MUSHROOM
JT_ILL_BOMI	ILL_BOMI
JT_ILL_BON_GUN	ILL_BON_GUN
JT_ILL_CECILIA	ill_cecilia
JT_ILL_DENIRO	ILL_DENIRO
JT_ILL_DEVIACE	ILL_DEVIACE
JT_ILL_DRACULA	ILL_DRACULA
JT_ILL_DRAINLIAR	ILL_DRAINLIAR
JT_ILL_FARMILIAR	ILL_FARMILIAR
JT_ILL_FREEZER	ILL_FREEZER
JT_ILL_FROZEN_GC	ILL_FROZEN_GC
JT_ILL_FROZEN_KN	ILL_FROZEN_KN
JT_ILL_FURY_HERO	ILL_FURY_HERO
JT_ILL_GAZETI	ILL_GAZETI
JT_ILL_GHOSTRING	ill_ghostring
JT_ILL_GHOUL	ILL_GHOUL
JT_ILL_GIEARTH	ILL_GIEARTH
JT_ILL_HEATER	ILL_HEATER
JT_ILL_HIGHWIZARD	ILL_HIGHWIZARD
JT_ILL_HUNTER_FLY	ill_hunter_fly
JT_ILL_ICEICLE	ILL_ICEICLE
JT_ILL_ICE_TITAN	ILL_ICE_TITAN
JT_ILL_KILLER_MANTIS	ill_killer_mantis
JT_ILL_KING_DRAMOH	ILL_KING_DRAMOH
JT_ILL_KRAKEN	ILL_KRAKEN
JT_ILL_KTULLANUX	ILL_KTULLANUX
JT_ILL_MANTIS	ill_mantis
JT_ILL_MARSE	ILL_MARSE
JT_ILL_MAYA	ILL_MAYA
JT_ILL_MEGALITH	ill_megalith
JT_ILL_MERMAN	ILL_MERMAN
JT_ILL_MINERAL	mineral_il
JT_ILL_MOONLIGHT	ILL_MOONLIGHT
JT_ILL_MUNAK	ILL_MUNAK
JT_ILL_NIGHTMARE	ILL_NIGHTMARE
JT_ILL_NINE_TAIL	ILL_NINE_TAIL
JT_ILL_OBEAUNE	ILL_OBEAUNE
JT_ILL_OBSIDIAN	obsidian_il
JT_ILL_PERMETER	ILL_PERMETER
JT_ILL_PHEN	ILL_PHEN
JT_ILL_PIERE	ILL_PIERE
JT_ILL_PITMAN	pitman_il
JT_ILL_POPORING	ill_poporing
JT_ILL_SEDORA	ILL_SEDORA
JT_ILL_SIDE_WINDER	ill_side_winder
JT_ILL_SILVANO	ill_silvano
JT_ILL_SNOWIER	ILL_SNOWIER
JT_ILL_SOHEE	ILL_SOHEE
JT_ILL_SOLDIER_ANDR	ILL_SOLDIER_ANDR
JT_ILL_SOLIDER	ILL_SOLIDER
JT_ILL_SROPHO	ILL_SROPHO
JT_ILL_STALACTIC_GOLEM	ill_stalactic_golem
JT_ILL_STEM_WORM	ill_stem_worm
JT_ILL_STONE_SHOOTER	ill_stone_shooter
JT_ILL_STROUF	ILL_STROUF
JT_ILL_SWORD_FISH	ILL_SWORD_FISH
JT_ILL_TAO_GUNKA	ill_tao_gunka
JT_ILL_TEDDY_BEAR_B	teddy_bear_b
JT_ILL_TEDDY_BEAR_G	teddy_bear_g
JT_ILL_TEDDY_BEAR_R	teddy_bear_r
JT_ILL_TEDDY_BEAR_S	teddy_bear_s
JT_ILL_TEDDY_BEAR_W	teddy_bear_w
JT_ILL_TEDDY_BEAR_Y	teddy_bear_y
JT_ILL_TRI_JOINT	ill_tri_joint
JT_ILL_TURTLE_GENERAL	ILL_TURTLE_GENERAL
JT_ILL_VITATA	ILL_VITATA
JT_ILL_WOOTAN_DEFENDER	ill_wootan_defender
JT_ILL_WOOTAN_FIGHTER	ill_wootan_fighter
JT_ILL_WOOTAN_SHOOTER	ill_wootan_shooter
JT_ILL_ZOMBIE	ILL_ZOMBIE
JT_ILL_ZOMBIE_C	ILL_ZOMBIE_C
JT_IMMORTAL_CORPS1	IMMOTAL_CORPS
JT_IMMORTAL_CORPS2	IMMOTAL_CORPS2
JT_IMMORTAL_CORPS3	IMMOTAL_CORPS3
JT_IMMORTAL_CO_CMDER	IMMOTAL_CORPS2
JT_IMMOTAL_CORPS	IMMOTAL_CORPS
JT_IMP	IMP
JT_INCANTATION_SAMURAI	INCANTATION_SAMURAI
JT_INCREASE_SOIL	INCREASE_SOIL
JT_INCUBUS	INCUBUS
JT_INGRID	INGRID
JT_INJUSTICE	Injustice
JT_INORGANIC_JAKK	JAKK
JT_IRENE_ELDER	IRENE_ELDER
JT_IRON_FIST	IRON_FIST
JT_IRO_Atroce	iro_atroce
JT_IRO_Atroce_H	iro_atroce_h
JT_IRO_Draugr	SKELETON
JT_IRO_Frost_Giant	iro_frost_giant
JT_IRO_Frost_Wolf	iro_frost_wolf
JT_IRO_Lief	iro_lief
JT_IRO_Lief_H	iro_lief_h
JT_IRO_Moon_Slayer	iro_moon_slayer
JT_IRO_Skoll	iro_skoll
JT_IRO_Valkyrie	iro_valkyrie
JT_IRO_WORLD_EATER	iro_world_eater
JT_ISILLA	ISILLA
JT_ISIS	Isis
JT_ISIS_ANNIV	ISIS
JT_I_ANTLER_SCARABA	I_ANTLER_SCARABA
JT_I_ANTLER_SCARABA_EGG	I_ANTLER_SCARABA_EGG
JT_I_ARMAIA	ARMAIA
JT_I_ARMAIA_	ARMAIA
JT_I_DOKEBI	DOKEBI
JT_I_DOPPELGANGER	DOPPELGANGER
JT_I_EREND	EREND
JT_I_EREND_	EREND
JT_I_GARDEN_KEEPER	GARDEN_KEEPER
JT_I_GARDEN_WATCHER	GARDEN_WATCHER
JT_I_G_ANTLER_SCARABA	I_ANTLER_SCARABA
JT_I_G_HORN_SCARABA	I_HORN_SCARABA
JT_I_G_HORN_SCARABA2	I_HORN_SCARABA2
JT_I_G_RAKE_SCARABA	I_RAKE_SCARABA
JT_I_HIGH_ORC	HIGH_ORC
JT_I_HORN_SCARABA	I_HORN_SCARABA
JT_I_HORN_SCARABA2	I_HORN_SCARABA2
JT_I_HORN_SCARABA2_EGG	I_HORN_SCARABA2_EGG
JT_I_HORN_SCARABA_EGG	I_HORN_SCARABA_EGG
JT_I_KAVAC	KAVAC
JT_I_KAVAC_	KAVAC
JT_I_ORC_ARCHER	ORC_ARCHER
JT_I_ORC_LADY	ORC_LADY
JT_I_ORC_SKELETON	ORC_SKELETON
JT_I_PIAMETTE	PIAMETTE
JT_I_PIAMETTE_	PIAMETTE
JT_I_QUEEN_SCARABA	I_QUEEN_SCARABA
JT_I_RAKE_SCARABA	I_RAKE_SCARABA
JT_I_RAKE_SCARABA_EGG	I_RAKE_SCARABA_EGG
JT_I_RAWREL	RAWREL
JT_I_RAWREL_	RAWREL
JT_I_UZHAS	UZHAS
JT_I_WHIKEBAIN	WHIKEBAIN
JT_I_WHIKEBAIN_	WHIKEBAIN
JT_I_WISH_MAIDEN	WISH_MAIDEN
JT_I_YGNIZEM	YGNIZEM
JT_I_YGNIZEM_	YGNIZEM
JT_JAGUAR	JAGUAR
JT_JAKK	JAKK
JT_JAKK_H	JAKK
JT_JAKK_H	JAKK
JT_JAKK_XMAS	JAKK_XMAS
JT_JEJELING	JEJELING
JT_JENIFFER	JENIFFER
JT_JEWEL	JEWEL_MJ
JT_JEWELIANT	JEWELIANT_MJ
JT_JITTERBUG1	JITTERBUG1
JT_JITTERBUG2	JITTERBUG2
JT_JOKER	JOKER
JT_JP_AIRI	JP_AIRI
JT_JP_ARUGORU	JP_ARUGORU
JT_JP_ARUNA	JP_ARUNA
JT_JP_RUFAKU	JP_RUFAKU
JT_JP_SABIKU	JP_SABIKU
JT_JP_SUPIKA	JP_SUPIKA
JT_JUNGOLIANT	JUNGOLIANTD1_MJ
JT_J_ANUBIS	ANUBIS
JT_J_EGGYRA	EGGYRA
JT_J_HORNET	HORNET
JT_J_MISTRESS	MISTRESS
JT_J_MUMMY	MUMMY
JT_J_PORING	poring
JT_J_REB_SHECIL1	L_SHECIL
JT_J_REB_SHECIL2	SHECIL
JT_J_TAINI	J_TAINI
JT_J_THIEF_BUG	THIEF_BUG
JT_J_XMAS_SMOKEY_GIFT	XMAS_SMOKEY_GIFT
JT_KADES	KADES
JT_KAHO	KAHO
JT_KAHO_H	kaho_mj
JT_KAPHA	KAPHA
JT_KARAKASA	KARAKASA
JT_KASA	KASA
JT_KATRINN	KATRINN
JT_KAVAC	KAVAC
JT_KHALITZBURG	KHALITZBURG
JT_KICK_AND_KICK	KICK_AND_KICK
JT_KICK_STEP	KICK_STEP
JT_KIEL	KIEL
JT_KIEL_	KIEL_
JT_KILLER_MANTIS	KILLER_MANTIS
JT_KIND_OF_BEETLE	KIND_OF_BEETLE
JT_KINGMANDURING	KINGMANDURING
JT_KING_DRAMOH	KING_DRAMOH
JT_KNIGHT_GUARDIAN	Kguardian90_7.gr2
JT_KNIGHT_OF_ABYSS	knight_of_abyss
JT_KNIGHT_OF_WINDSTORM	KNIGHT_OF_WINDSTORM
JT_KNOCKER	KNOCKER
JT_KOBOLD_1	KOBOLD_1
JT_KOBOLD_1_2	kobold_1
JT_KOBOLD_2	KOBOLD_2
JT_KOBOLD_3	KOBOLD_3
JT_KOBOLD_4	KOBOLD_4
JT_KOBOLD_5	KOBOLD_5
JT_KOBOLD_ARCHER	Kobold_Archer
JT_KOBOLD_LEADER	KOBOLT_LEADER
JT_KO_KAGE	SHINOBI
JT_KRABEN	KRABEN
JT_KRAKEN	KRAKEN
JT_KRAKEN_BABY	KRAKEN_BABY
JT_KRAKEN_LEG	KRAKEN_LEG
JT_KRAKEN_LEG_1	KRAKEN_LEG
JT_KRAKEN_LEG_2	KRAKEN_LEG
JT_KRAKEN_LEG_3	KRAKEN_LEG
JT_KRAKEN_LEG_4	KRAKEN_LEG
JT_KRAKEN_LEG_5	KRAKEN_LEG
JT_KTULLANUX	KTULLANUX
JT_KUBLIN	KUBLIN
JT_KUKRE	KUKRE
JT_KUKRE_H	KUKRE
JT_KULUNA	KULUNA
JT_LADY_TANEE	LADY_TANEE
JT_LAVA_GOLEM	LAVA_GOLEM
JT_LAVA_GOLEM_H	lava_golem_mj
JT_LEAF_CAT	LEAF_CAT
JT_LEAK	LEAK
JT_LEIB_OLMAI	LEIB_OLMAI
JT_LES	LES
JT_LICHTERN_B	LICHTERN_B
JT_LICHTERN_G	LICHTERN_G
JT_LICHTERN_R	LICHTERN_R
JT_LICHTERN_Y	LICHTERN_Y
JT_LIKE_LOVE	WIND_GHOST
JT_LION	LION
JT_LITTLE_BLUE_UNICORN	LITTLE_BLUE_UNICORN
JT_LITTLE_FATUM	LITTLE_FATUM
JT_LITTLE_GOLDPORING	LITTLE_GOLDPORING
JT_LITTLE_ISIS	LITTLE_ISIS
JT_LITTLE_PORING	LITTLE_PORING
JT_LIVE_PEACH_TREE	LIVE_PEACH_TREE
JT_LI_ME_MANG_RYANG	LI_ME_MANG_RYANG
JT_LOLI_RURI	LOLI_RURI
JT_LORA	LORA
JT_LORD_OF_DEATH	LORD_OF_DEATH
JT_LOST_DRAGON	LOST_DRAGON
JT_LOST_LAMB	AMISTR
JT_LUCIOLA_VESPA	LUCIOLA_VESPA
JT_LUCKYCASE	LUCKYCASE
JT_LUDE	LUDE
JT_LUDE_GAL	lude_gal
JT_LUNATIC	Lunatic
JT_LUNE	LUNE
JT_L_ARMAIA	L_ARMAIA
JT_L_DANCER	L_DANCER
JT_L_EREMES	L_EREMES
JT_L_EREND	L_EREND
JT_L_HARWORD	L_HARWORD
JT_L_KATRINN	L_KATRINN
JT_L_KAVAC	L_KAVAC
JT_L_MAGALETA	L_MAGALETA
JT_L_RAWREL	L_RAWREL
JT_L_SEYREN	L_SEYREN
JT_L_SHECIL	L_SHECIL
JT_L_WHIKEBAIN	L_WHIKEBAIN
JT_L_YGNIZEM	L_YGNIZEM
JT_MAGALETA	MAGALETA
JT_MAGICDECOY_EARTH	미케닉_로봇_마법
JT_MAGICDECOY_FIRE	미케닉_로봇_마법
JT_MAGICDECOY_WATER	미케닉_로봇_마법
JT_MAGICDECOY_WIND	미케닉_로봇_마법
JT_MAGMARING	MAGMARING
JT_MAGNOLIA	MAGNOLIA
JT_MAJORUROS	MAJORUROS
JT_MALE_PORING	MALE_PORING
JT_MALLINA	MALLINA
JT_MANANANGGAL	MANANANGGAL
JT_MANDRAGORA	Mandragora
JT_MANDURING	MANDURING
JT_MANGKUKULAM	MANGKUKULAM
JT_MANTIS	MANTIS
JT_MARC	Marc
JT_MARC_H	MARC
JT_MARDUK	MARDUK
JT_MARIN	MARIN
JT_MARINA	MARINA
JT_MARINA_H	MARINA
JT_MARINE_SPHERE	MARINE_SPHERE
JT_MARINE_SPHERE_H	MARINE_SPHERE
JT_MARIONETTE	MARIONETTE
JT_MARSE	MARSE
JT_MARSE_H	MARSE
JT_MARTIN	MARTIN
JT_MASTERING	MASTERING
JT_MATYR	MATYR
JT_MAVKA	MAVKA
JT_MAYA	MAYA
JT_MAYA_PUPLE	maya_puple
JT_MA_DRUM	ANOPHELES
JT_MA_SEAW	MD_SEAWEED
JT_MA_TREASURE	TREASUREBOX_2.gr2
JT_MD_A013_BELLARE	bellare
JT_MD_A013_CAPUT	caput
JT_MD_A013_DOLOR	dolor
JT_MD_ALNOLDI_EX	ALNOLDI
JT_MD_ALNOLDI_EX_H	ALNOLDI
JT_MD_ALPHONSE_N	GOLEM
JT_MD_AMERING	PORING
JT_MD_ANOLIAN	ANOLIAN
JT_MD_ARIES	aries
JT_MD_ARIES_H	aries_h
JT_MD_ASSISTANT	assistant
JT_MD_ASSISTANT_H	assistant
JT_MD_Airboat_Boss	MD_Airboat_Boss
JT_MD_Airboat_Boss2	MD_Airboat_Boss
JT_MD_Airboat_Boss3	MD_Airboat_Boss
JT_MD_Airboat_Boss4	MD_Airboat_Boss
JT_MD_Airboat_LEECH	MD_Airboat_LEECH
JT_MD_Airboat_Mos	MD_Airboat_Mos
JT_MD_Airboat_Poring	MD_Airboat_Poring
JT_MD_Airboat_Tree	MD_Airboat_Tree
JT_MD_Airboat_Worm	MD_Airboat_Worm
JT_MD_BETA_SCISSORE_NG	beta_scissore_ng
JT_MD_BETA_SCISSORE_NG_H	beta_scissore_ng
JT_MD_BETELGEUSE	BETELGEUSE
JT_MD_BLACK_MUSHROOM	black_mushroom
JT_MD_BROKEN_THANATOS	MD_BROKEN_THANATOS
JT_MD_COMMON	MD_COMMON
JT_MD_COMMON_BOSS	MD_COMMON
JT_MD_COMMON_P	MD_COMMON
JT_MD_COMMON_SG	MD_COMMON
JT_MD_CONSTANT	CONSTANT
JT_MD_CORNUTUS	CORNUTUS
JT_MD_CRAB	CRAB
JT_MD_CROB	dolor
JT_MD_C_AMDARAIS	c_amdarais
JT_MD_C_CORRUPTION_ROOT	c_corruption
JT_MD_C_GHOUL	c_zombie
JT_MD_C_HEMEL	c_himel
JT_MD_C_KHALITZBURG	c_khalitzburg
JT_MD_C_KHALITZBURG_G	c_khalitzburg
JT_MD_C_RAYDRIC	c_raydric
JT_MD_C_RAYDRIC_ARCHER	c_raydric_archer
JT_MD_C_RAY_ARCHER_G	c_raydric_archer
JT_MD_C_THORN	G_ENTWEIHEN
JT_MD_C_WHITEKNIGHT	c_whiteknight
JT_MD_C_WHITEKNIGHT_G	c_whiteknight
JT_MD_C_ZOMBIE	c_zombie
JT_MD_DESERT_WOLF	DESERT_WOLF
JT_MD_DESERT_WOLF_B	DESERT_WOLF_B
JT_MD_DRAINLIAR_100	DRAINLIAR
JT_MD_DRAINLIAR_160	DRAINLIAR
JT_MD_DROPS	DROPS
JT_MD_DRY_RAFFLESIA	dry_rafflesia
JT_MD_DRY_RAFFLESIA_H	dry_rafflesia
JT_MD_ED_ARMAIA	ARMAIA
JT_MD_ED_B_YGNIZEM	md_ed_b_ygnizem
JT_MD_ED_EREMES	md_ed_eremes
JT_MD_ED_EREND	EREND
JT_MD_ED_LGTGUARD	md_ed_lgtguard
JT_MD_ED_LGTHIGHGUARD	md_ed_lgthighguard
JT_MD_ED_M_SCIENCE	md_ed_m_science
JT_MD_ED_YGNIZEM	ygnizem
JT_MD_EL_A17T	md_el_a17t
JT_MD_EMPATHIZER	EMPATHIZER
JT_MD_EP20_BOSS_LASGAND	EP20_DEMIGOD_LASGAND
JT_MD_EP20_FALLENANGEL	MD_EP20_FALLENANGEL
JT_MD_EP20_JOR_G_P	EP20_JORMUNGUARD1
JT_MD_EP20_JOR_G_Y	EP20_JORMUNGUARD2
JT_MD_EP20_JOR_WARLOCK	EP20_JORGAN_WARLOCK
JT_MD_E_13EN0	venenum
JT_MD_E_EA1L	XM_HYLOZOIST
JT_MD_E_EA2S	md_e_ea2s
JT_MD_FARMILIAR_100	FARMILIAR
JT_MD_FARMILIAR_120	FARMILIAR
JT_MD_FARMILIAR_140	FARMILIAR
JT_MD_FARMILIAR_160	FARMILIAR
JT_MD_FARMILIAR_60	FARMILIAR
JT_MD_FARMILIAR_80	FARMILIAR
JT_MD_GEFFEN_FENRIR_N	FENRIR
JT_MD_GHOUL_100	ghoul
JT_MD_GHOUL_160	ghoul
JT_MD_GH_ALICE_G	ALICE
JT_MD_GH_BLOODY_KNIGHT	bloody_knight
JT_MD_GH_KHALITZBURG	md_gh_khalitzburg
JT_MD_GH_KHALITZBURG_H	md_gh_khalitzburg
JT_MD_GH_KING_SCHMIDT	md_gh_king_schmidt
JT_MD_GH_KING_SCHMIDT_H	md_gh_king_schmidt
JT_MD_GH_KING_SCHMIDT_N	md_gh_king_schmidt
JT_MD_GH_ROOT_G	MG_CORRUPTION_ROOT
JT_MD_GH_WHITEKNIGHT	md_gh_whiteknight
JT_MD_GH_WHITEKNIGHT_H	md_gh_whiteknight
JT_MD_GIANT_OCTOPUS	MD_GIANT_OCTOPUS
JT_MD_GOLDRING	GOLDPORING
JT_MD_GRAN_PAPILIA	gran_papilia
JT_MD_G_DEADSOUL	DEADSOUL
JT_MD_G_ENTWEIHEN_M	G_ENTWEIHEN
JT_MD_G_KUKRE	KUKRE
JT_MD_G_STROUF	STROUF
JT_MD_HAPPY_CLOUD	MD_HAPPY_CLOUD
JT_MD_HAPPY_GIVER	HAPPY_GIVER
JT_MD_HIDDEN_GROUND01	invisible
JT_MD_HIDDEN_GROUND02	invisible
JT_MD_HIGH_ORC	HIGH_ORC
JT_MD_HLGR_BELLARE	MD_HLGR_BELLARE
JT_MD_HLGR_HEARTHUNTER	MD_HLGR_HEARTHUNTER
JT_MD_HLGR_SANARE	MD_HLGR_SANARE
JT_MD_HO	NINE_TAIL
JT_MD_JAKK_100	JAKK
JT_MD_JAKK_160	JAKK
JT_MD_KANABIAN_N	FEI_KANABIAN
JT_MD_KAPHA	KAPHA
JT_MD_KING_PORING	KING_PORING
JT_MD_KUKRE	KUKRE
JT_MD_LICH_LORD_100	ABYSS_ARTHUR
JT_MD_LICH_LORD_160	ABYSS_ARTHUR
JT_MD_MANABARRIER	INVISIBLE
JT_MD_MANANANGGAL	MANANANGGAL
JT_MD_MANASTORM	INVISIBLE
JT_MD_MANGKUKULAM	MANGKUKULAM
JT_MD_MANHOLE	invisible
JT_MD_MANHOLE2	INVISIBLE
JT_MD_MANHOLE3	INVISIBLE
JT_MD_MANHOLE4	invisible
JT_MD_MARC	MARC
JT_MD_MARIN	MARIN
JT_MD_MARSE	MARSE
JT_MD_MIGUEL	md_miguel
JT_MD_MIGUEL_G	md_miguel_g
JT_MD_MR_SEO	MD_MR_SEO
JT_MD_NAGHT_SIEGER	NAGHT_SIEGER
JT_MD_NIGHTMARE_100	Nightmare
JT_MD_NIGHTMARE_160	Nightmare
JT_MD_NINJA_GHOST	MD_NINJA_GHOST
JT_MD_N_ARENA_1	GEFFEN_MAGE_1
JT_MD_N_ARENA_10	GEFFEN_MAGE_10
JT_MD_N_ARENA_11	GEFFEN_MAGE_11
JT_MD_N_ARENA_12	GEFFEN_MAGE_12
JT_MD_N_ARENA_2	GEFFEN_MAGE_2
JT_MD_N_ARENA_3_1	GEFFEN_MAGE_3_1
JT_MD_N_ARENA_3_2	GEFFEN_MAGE_3_2
JT_MD_N_ARENA_3_3	GEFFEN_MAGE_3_3
JT_MD_N_ARENA_4	GEFFEN_MAGE_4
JT_MD_N_ARENA_5	GEFFEN_MAGE_5
JT_MD_N_ARENA_6	GEFFEN_MAGE_6
JT_MD_N_ARENA_7	GEFFEN_MAGE_7
JT_MD_N_ARENA_8	GEFFEN_MAGE_8
JT_MD_N_ARENA_9	GEFFEN_MAGE_9
JT_MD_OBEAUNE	OBEAUNE
JT_MD_OBSERVATION	observation
JT_MD_OCTOPUS	MD_OCTOPUS
JT_MD_OCTOPUS_LEG	MD_OCTOPUS_LEG
JT_MD_ORC_ARCHER	ORC_ARCHER
JT_MD_ORC_FLOWER	BLUE_FLOWER
JT_MD_ORC_LORD	ORC_LORD
JT_MD_ORC_SKELETON	ORC_SKELETON
JT_MD_ORC_ZOMBIE	ORC_ZOMBIE
JT_MD_ORK_HERO	ORK_HERO
JT_MD_OTARGET	MD_OTARGET
JT_MD_PAPILA	papila
JT_MD_PAPILA_CAE	papila_cae
JT_MD_PAPILA_CAE2	papila_cae
JT_MD_PAPILA_CAE_H	papila_cae
JT_MD_PAPILA_H	papila
JT_MD_PAPILA_RUBA	papila_ruba
JT_MD_PAPILA_RUBA2	papila_ruba
JT_MD_PAPILA_RUBA_H	papila_ruba
JT_MD_PITAYA_B	pitaya_b
JT_MD_PITAYA_BOSS	pitaya_boss
JT_MD_PITAYA_G	pitaya_g
JT_MD_PITAYA_R	pitaya_r
JT_MD_PITAYA_V	pitaya_v
JT_MD_PITAYA_Y	pitaya_y
JT_MD_POMPOM	gaster
JT_MD_POPORING	POPORING
JT_MD_PORING	PORING
JT_MD_PRI_DRAGON_1	MD_PRI_DRAGON_1
JT_MD_PRI_DRAGON_2	MD_PRI_DRAGON_2
JT_MD_PRI_DRAGON_3	MD_PRI_DRAGON_3
JT_MD_PRI_DRAGON_4	MD_PRI_DRAGON_4
JT_MD_PRI_RIGEL	MD_PRI_RIGEL
JT_MD_PRI_RIGEL_AC	MD_PRI_RIGEL_AC
JT_MD_PRI_RIGEL_ACS	MD_PRI_RIGEL_ACS
JT_MD_REDPEPPER	redpepper
JT_MD_REDPEPPER_H	redpepper
JT_MD_RED_MUSHROOM	red_mushroom
JT_MD_RETRIBUTION	retribution
JT_MD_SAKRAY	MD_SAKRAY
JT_MD_SANGOON	EDDGA
JT_MD_SEAWEED	MD_SEAWEED
JT_MD_SHELLFISH	SHELLFISH
JT_MD_SHELTER	shelter
JT_MD_SILVA_PAPILIA	silva_papilia
JT_MD_SKELETON_100	SKELETON
