str	version	fps	maxKey	layers	frames	textures	blend(src/dst)
new_howlingoflion.str	148	60	50	6	21	16tex	0/0;5/7
new_howlingoflion.str	148	60	50	9	36	27tex	0/0;5/7
new_howlingoflion_bottom.str	148	60	50	4	15	how_glow_1.bmp;how_shine_1.bmp;how_smoke_1_1.bmp	0/0;5/7
new_howlingoflion_bottom.str	148	60	50	5	20	how_glow_1.bmp;how_shine_1.bmp;how_smoke_1_1.bmp	0/0;5/7
new_howlingoflion_cast.str	148	60	60	3	8	10tex	0/0;5/7
new_howlingoflion_cast.str	148	60	60	5	16	10tex	0/0;5/7
new_howlingoflion_cast_bottom.str	148	60	60	2	7	8tex	0/0;5/7
new_howlingoflion_cast_bottom.str	148	60	60	2	7	8tex	0/0;5/7
new_howlingoflion_hit.str	148	60	45	2	5	10tex	0/0;5/7
new_howlingoflion_hit.str	148	60	45	2	5	10tex	0/0;5/7
new_ignitionbreak.str	148	60	100	6	26	12tex	0/0;2/1;5/6;5/7
new_ignitionbreak.str	148	60	100	8	36	17tex	0/0;2/1;5/6;5/7
new_ignitionbreak_bottom.str	148	60	100	4	14	ign_glow_1.bmp;ign_glow_3.bmp	0/0;2/1;5/7
new_ignitionbreak_bottom.str	148	60	100	8	34	ign_circle_1.bmp;ign_circle_2.bmp;ign_glow_1.bmp;ign_glow_3.bmp	0/0;2/1;5/7
new_ignitionbreak_cast.str	148	60	59	6	25	ign_glitter_1.bmp;ign_glow_1.tga;ign_shine_1.bmp	0/0;5/6;5/7
new_ignitionbreak_cast.str	148	60	59	6	25	ign_glitter_1.bmp;ign_glow_1.tga;ign_shine_1.bmp	0/0;5/6;5/7
new_intro.str	148	60	167	4	15	29tex	0/0;5/7
new_jackfrost_00.str	148	60	45	22	133	7tex	0/0;5/6;5/7
new_jackfrost_00.str	148	60	50	13	100	jack_ice_00.tga;jack_ice_01.tga;jack_ice_02.tga;jack_ice_bot_00.bmp;jack_ice_bot_00.tga	0/0;5/6;5/7
new_jackfrost_01.str	148	60	50	9	64	jack_ice_00.tga;jack_ice_01.tga;jack_ice_02.tga;jack_ice_bot_00.bmp;jack_ice_bot_00.tga	0/0;5/6;5/7
new_jackfrost_01.str	148	60	50	19	100	7tex	0/0;5/6;5/7
new_jackfrost_02.str	148	60	50	11	82	jack_ice_00.tga;jack_ice_01.tga;jack_ice_02.tga;jack_ice_bot_00.bmp;jack_ice_bot_00.tga	0/0;5/6;5/7
new_jackfrost_02.str	148	60	50	22	123	7tex	0/0;5/6;5/7
new_jackfrost_cast.str	148	60	70	15	70	jack_ice_particle.bmp;jack_smoke_00.bmp;jack_snowflake_00.bmp	0/0;5/7
new_jackfrost_cast.str	148	60	70	15	70	jack_ice_particle.bmp;jack_smoke_01.bmp;jack_snowflake_00.bmp	0/0;5/7
new_jackfrost_frost.str	148	60	72	8	35	jack_smoke_00.bmp;jack_snowflake_00.bmp	0/0;5/7
new_jackfrost_frost.str	148	60	72	8	35	jack_smoke_00.bmp;jack_snowflake_00.bmp	0/0;5/7
new_judex_cast.str	148	60	40	4	15	arch_bishop_cast_pointer_01.bmp;arch_bishop_cast_pointer_02.bmp;arch_bishop_cast_pointer_03.bmp	0/0;5/7
new_judex_cast.str	148	60	40	8	31	arch_bishop_cast_pointer_01.bmp;arch_bishop_cast_pointer_02.bmp;arch_bishop_cast_pointer_03.bmp;arch_bishop_light_dot_01.bmp;arch_bishop_light_dot_03.bmp	0/0;5/7
new_judex_cast_bottom.str	148	60	17	2	5	arch_bishop_light_circle_ground.bmp	0/0;5/7
new_judex_cast_bottom.str	148	60	18	3	10	arch_bishop_light_circle_ground.bmp;arch_bishop_light_dot_03.bmp	0/0;5/7
new_judex_cast_loop.str	148	60	60	2	5	arch_bishop_light_01.bmp	0/0;5/7
new_judex_cast_loop.str	148	60	60	12	45	6tex	0/0;5/7
new_judex_cast_loop_bottom.str	148	60	60	2	5	10tex	0/0;5/7
new_judex_cast_loop_bottom.str	148	60	60	3	10	11tex	0/0;5/7
new_judex_light.str	148	60	35	2	5	arch_light_pillar.bmp	0/0;5/7
new_judex_light.str	148	60	35	4	11	arch_light_dot_01.bmp;arch_light_dot_02.bmp;arch_light_pillar.bmp	0/0;5/7
new_judex_light_bottom.str	148	60	20	2	3	arch_grd_light.bmp	0/0;5/7
new_judex_light_bottom.str	148	60	20	3	6	arch_grd_light.bmp;arch_grd_pointer.bmp	0/0;5/7
new_judex_target.str	148	60	40	2	3	arch_bishop_light_up.bmp	0/0;5/7
new_judex_target.str	148	60	60	21	362	8tex	0/0;5/7
new_judex_target_bottom.str	148	60	40	3	10	10tex	0/0;5/7
new_judex_target_bottom.str	148	60	40	4	13	11tex	0/0;5/7
new_kagegissen.str	148	60	20	3	6	15tex	0/0;5/6;5/7
new_kagegissen_bottom.str	148	60	24	4	9	22tex	0/0;5/6;5/7
new_kagegissen_hit.str	148	60	15	14	53	20tex	0/0;5/6;5/7
new_kagegissen_moon_bottom.str	148	60	55	21	86	15tex	0/0;5/6;5/7
new_mandragora.str	148	60	55	8	35	13tex	0/0;5/7
new_mandragora.str	148	60	55	10	45	23tex	0/0;5/7
new_mandragora_bottom.str	148	60	34	5	28	ma_circle_3.bmp;ma_smoke_00.bmp;ma_smoke_01.bmp;ma_smoke_02.bmp	0/0;5/7
new_mandragora_bottom.str	148	60	40	8	43	6tex	0/0;5/7
new_mandragora_cast.str	148	60	50	2	3	16tex	0/0;5/7
new_mandragora_cast.str	148	60	50	2	3	18tex	0/0;5/7
new_metalicsound.str	148	60	50	4	15	met_neon_1.bmp	0/0;5/7
new_metalicsound.str	148	60	50	4	15	met_neon_1.bmp	0/0;5/7
new_metalicsound_bottom.str	148	60	54	4	41	10tex	0/0;5/6;5/7
new_metalicsound_bottom.str	148	60	60	8	63	12tex	0/0;5/6;5/7
new_metalicsound_hit.str	148	60	35	8	31	met_circle_1.bmp;met_particle_1.tga;met_particle_2.tga;met_particle_3.tga	0/0;5/6;5/7
new_metalicsound_hit.str	148	60	35	10	37	6tex	0/0;5/6;5/7
new_meteostorm.str	148	60	90	3	18	30tex	0/0;2/6;5/2;5/6
new_meteostorm_bottom.str	148	60	90	4	23	32tex	0/0;5/2;5/6
new_overbrand_01_clock.str	148	60	39	5	18	16tex	0/0;5/7
new_overbrand_01_clock.str	148	60	39	14	53	27tex	0/0;5/7
new_overbrand_03_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_03_clock.str	148	60	60	14	56	27tex	0/0;2/1;5/7
new_overbrand_05_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_05_clock.str	148	60	60	14	54	27tex	0/0;2/1;5/7
new_overbrand_06_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_06_clock.str	148	60	60	14	54	27tex	0/0;2/1;5/7
new_overbrand_07_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_07_clock.str	148	60	60	14	54	27tex	0/0;2/1;5/7
new_overbrand_09_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_09_clock.str	148	60	60	14	56	27tex	0/0;2/1;5/7
new_overbrand_11_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_11_clock.str	148	60	60	14	54	27tex	0/0;2/1;5/7
new_overbrand_12_clock.str	148	60	60	5	19	16tex	0/0;2/1;5/7
new_overbrand_12_clock.str	148	60	60	14	54	27tex	0/0;2/1;5/7
new_overbrand_cast.str	148	60	30	3	6	over_cast_00.bmp;over_cast_01.bmp;over_cast_02.bmp;over_cast_03.bmp	0/0;5/7
new_overbrand_cast.str	148	60	30	3	6	over_cast_00.bmp;over_cast_01.bmp;over_cast_02.bmp;over_cast_03.bmp	0/0;5/7
new_overbrand_cast_bottom.str	148	60	62	2	7	8tex	0/0;5/7
new_overbrand_cast_bottom.str	148	60	62	2	7	8tex	0/0;5/7
new_overbrand_hit.str	148	60	17	7	26	11tex	0/0;5/7
new_overbrand_hit.str	148	60	60	9	37	12tex	0/0;2/1;5/7
new_peintbomb.str	148	60	20	4	13	pnt_ex_01.bmp;pnt_light_01.bmp;pnt_light_02.bmp	0/0;5/7
new_peintbomb.str	148	60	20	5	16	pnt_ex_01.bmp;pnt_light_01.bmp;pnt_light_02.bmp;pnt_particle_01.bmp	0/0;5/7
new_peintbomb_bottom.str	148	60	30	3	10	pnt_circle_01.bmp;pnt_ex_base.bmp	0/0;5/7
new_peintbomb_bottom.str	148	60	30	3	10	pnt_circle_01.bmp;pnt_ex_base.bmp	0/0;5/7
new_pneumaticusprocella.str	148	60	45	9	42	15tex	0/0;5/6;5/7
new_pneumaticusprocella_cast.str	148	60	60	3	8	16tex	0/0;5/6;5/7
new_pneumaticusprocella_target.str	148	60	60	5	16	pne_circle_1.bmp;pne_circle_2.bmp;pne_circle_2.tga	0/0;5/6;5/7
new_poisonsmoke_1.str	148	60	60	2	5	poi_anerge_1.tga	0/0;5/6
new_poisonsmoke_1.str	148	60	60	2	5	poi_anerge_1.tga	0/0;5/6
new_poisonsmoke_2.str	148	60	60	2	5	poi_anerge_1.tga	0/0;5/6
new_poisonsmoke_2.str	148	60	60	2	5	poi_anerge_1.tga	0/0;5/6
new_potent_venom.str	148	60	71	12	53	30tex	0/0;5/6;5/7
new_powerswing_01_clock.str	148	60	59	4	29	9tex	0/0;5/7
new_powerswing_05_clock.str	148	60	59	4	29	9tex	0/0;5/7
new_powerswing_07_clock.str	148	60	59	4	29	9tex	0/0;5/7
new_powerswing_11_clock.str	148	60	59	4	29	9tex	0/0;5/7
new_powerswing_bottom.str	148	60	59	4	23	pow__circle.bmp;pow_crack.bmp;pow_crack_alpha.tga	0/0;5/6;5/7
new_powerswing_bottom.str	148	60	59	11	46	11tex	0/0;5/6;5/7
new_powerwing_01_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_01_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_05_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_05_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_07_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_07_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_11_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_powerwing_11_clock.str	148	60	59	8	45	13tex	0/0;5/7
new_pramen.str	148	60	35	15	64	14tex	0/0;5/6;5/7
new_pramen_bottom.str	148	60	60	7	30	17tex	0/0;5/6;5/7
new_pramen_cast.str	148	60	120	6	27	pra_magic_1.bmp;pra_magic_1.tga;pra_magic_2.bmp	0/0;5/6;5/7
new_psychicwave.str	148	60	50	5	14	9tex	0/0;5/6;5/7
new_psychicwave.str	148	60	50	31	126	15tex	0/0;5/6;5/7
new_psychicwave_bottom.str	148	60	20	2	5	circle_focus.tga	0/0;5/7
new_psychicwave_bottom.str	148	60	40	4	13	8tex	0/0;5/7
new_psychicwave_cast.str	148	60	140	3	8	11tex	0/0;5/7
new_psychicwave_cast.str	148	60	140	4	63	15tex	0/0;5/7
new_raidenpou.str	148	60	89	32	547	23tex	0/0;5/7
new_raidenpou_bottom.str	148	60	90	15	100	8tex	0/0;5/6;5/7
new_raidenpou_cast.str	148	60	39	6	27	27tex	0/0;5/7
new_raidenpou_hit.str	148	60	47	5	28	25tex	0/0;1/6;5/7
new_rampageblaster.str	148	60	25	2	5	exp_00.tga	0/0;5/7
new_rampageblaster.str	148	60	25	2	5	exp_00.tga	0/0;5/7
new_rampageblaster_bottom.str	148	60	30	3	10	ring_00.tga;ring_01.tga	0/0;5/7
new_rampageblaster_bottom.str	148	60	30	3	10	ring_00.tga;ring_01.tga	0/0;5/7
new_rampageblaster_exp.str	148	60	25	2	5	exp_00.tga	0/0;5/7
new_rayofgenesis.str	148	60	45	19	86	ray_shine_1.bmp;ray_shine_2.bmp;ray_shine_4.bmp;ray_shine_5.bmp	0/0;5/7
new_rayofgenesis.str	148	60	45	19	86	ray_shine_1.bmp;ray_shine_2.bmp;ray_shine_4.bmp;ray_shine_5.bmp	0/0;5/7
new_rayofgenesis_cast.str	148	60	120	3	10	ray_flare_1.bmp;ray_flare_2.bmp	0/0;5/7
new_rayofgenesis_cast.str	148	60	120	10	45	ray_flare_1.bmp;ray_flare_2.bmp;ray_particle_1.bmp	0/0;5/7
new_rayofgenesis_cast_bottom.str	148	60	100	3	10	ray_distortion_1.bmp;ray_distortion_2.bmp	0/0;5/7
new_rayofgenesis_cast_bottom.str	148	60	100	3	10	ray_distortion_1.bmp;ray_distortion_2.bmp	0/0;5/7
new_rayofgenesis_hit.str	148	60	22	8	21	8tex	0/0;5/7
new_rayofgenesis_hit.str	148	60	22	8	21	8tex	0/0;5/7
new_reparatio.str	148	60	25	8	31	15tex	0/0;5/6;5/7
new_reparatio_bottom.str	148	60	60	5	20	8tex	0/0;5/6;5/7
new_reparatio_cast.str	148	60	120	8	35	rep_shine_2.bmp	0/0;5/7
new_reparatio_cast_bottom.str	148	60	120	6	29	rep_circle_1.bmp;rep_glow_1.bmp;rep_glow_1.tga	0/0;5/6;5/7
new_reparatio_target.str	148	60	75	20	101	14tex	0/0;5/6;5/7
new_reparatio_target_bottom.str	148	60	60	2	5	rep_glow_1.tga	0/0;5/7
new_reproduce.str	148	60	109	5	24	20tex	0/0;5/7
new_reproduce.str	148	60	109	11	54	21tex	0/0;5/7
new_reproduce_bottom.str	148	60	60	4	15	rep_distortion_1.bmp;rep_distortion_2.bmp;rep_glow_2.bmp	0/0;5/7
new_reproduce_bottom.str	148	60	60	4	15	rep_distortion_1.bmp;rep_distortion_2.bmp;rep_glow_2.bmp	0/0;5/7
new_reverberation_hit.str	148	60	30	7	28	rev_circle_1.bmp;rev_particle_1.bmp;rev_particle_2.bmp	0/0;5/7
new_reverberation_hit.str	148	60	30	9	34	rev_circle_1.bmp;rev_flare_1.bmp;rev_particle_1.bmp;rev_particle_2.bmp	0/0;5/7
new_rollingcutter.str	148	60	30	6	17	13tex	0/0;5/7
new_rollingcutter_cast.str	148	60	29	3	8	12tex	0/0;5/7
new_rollingcutter_count_01.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_01.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_02.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_02.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_03.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_03.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_04.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_04.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_05.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_05.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_06.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_06.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_07.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_07.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_08.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_08.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_09.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_09.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_10.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rollingcutter_count_10.str	148	60	600	7	46	6tex	0/0;5/6;5/7
new_rush_quake.str	148	60	74	25	98	41tex	0/0;5/6;5/7
new_rush_quake.str	148	60	95	2	5	rus_bg.tga	0/0;5/6
new_rush_quake_hit.str	148	60	28	11	42	21tex	0/0;5/6;5/7
new_secrament.str	148	60	105	10	61	sec_clock.bmp;sec_clockhand_00.bmp;sec_clockhand_01.bmp;sec_feather.bmp;sec_flare_00.bmp	0/0;5/7
new_secrament.str	148	60	105	22	131	8tex	0/0;5/7
new_secrament_aura.str	148	60	80	2	13	aura.tga	0/0;5/7
new_secrament_aura.str	148	60	80	2	13	aura.tga	0/0;5/7
new_servantweapon.str	148	60	30	6	21	sav_ring_01.bmp;sav_wp_01.tga;sav_wp_02.bmp	0/0;5/6;5/7
new_servantweapon_cast.str	148	60	37	19	60	7tex	0/0;5/6;5/7
new_servantweapon_hit.str	148	60	10	5	12	10tex	0/0;5/7
new_servantweapon_hit_bottom.str	148	60	25	5	16	8tex	0/0;5/7
new_servantweapon_shoot.str	148	60	14	6	31	13tex	0/0;5/6;5/7
new_servantweapon_shoot_bottom.str	148	60	30	11	48	7tex	0/0;5/6;5/7
new_severerainstorm.str	148	60	35	3	14	9tex	0/0;5/7
new_severerainstorm.str	148	60	35	3	14	9tex	0/0;5/7
new_severerainstorm_cast.str	148	60	30	7	36	7tex	0/0;5/7
new_severerainstorm_cast.str	148	60	50	7	36	7tex	0/0;5/7
new_soulexpansion_cast.str	148	60	54	7	30	sou_aura_01.bmp	0/0;5/7
new_soulexpansion_cast.str	148	60	54	9	40	9tex	0/0;5/7
new_soulexpansion_cast_bottom.str	148	60	54	5	24	sou_bottom_glow_01.bmp;sou_bottom_ring_01.bmp	0/0;5/7
new_soulexpansion_cast_bottom.str	148	60	54	5	24	sou_bottom_glow_01.bmp;sou_bottom_ring_01.bmp	0/0;5/7
new_soulexpansion_hit.str	148	60	20	5	22	12tex	0/0;5/6;5/7
new_soulexpansion_hit.str	148	60	65	3	8	sou_aura_01.bmp;sou_flare_01.bmp	0/0;5/7
new_soulexpansion_hit_bottom.str	148	60	45	4	17	sou_bottom_crack_01.bmp;sou_bottom_glow_01.bmp;sou_flare_01.bmp	0/0;5/7
new_soulexpansion_hit_bottom.str	148	60	45	4	17	sou_bottom_crack_01.bmp;sou_bottom_glow_01.bmp;sou_flare_01.bmp	0/0;5/7
new_soulexpansion_loop.str	148	60	40	7	28	sou_aura_01.bmp;sou_flare_01.bmp	0/0;5/7
new_soulexpansion_loop.str	148	60	40	7	28	sou_aura_01.bmp;sou_flare_01.bmp	0/0;5/7
new_soulexpansion_loop_bottom.str	148	60	40	4	9	sou_bottom_ring_01.bmp	0/0;5/7
new_soulexpansion_loop_bottom.str	148	60	40	4	9	sou_bottom_ring_01.bmp	0/0;5/7
new_soundofdestruction_cast.str	148	60	54	4	13	11tex	0/0;5/7
new_soundofdestruction_cast.str	148	60	67	4	15	11tex	0/0;5/7
new_soundofdestruction_cast_bottom.str	148	60	67	7	18	19tex	0/0;5/7
new_soundofdestruction_cast_bottom.str	148	60	67	14	45	16tex	0/0;5/6;5/7
new_soundofdestruction_target.str	148	60	55	5	20	sound_brockennote_4_1.bmp;sound_flare_1.bmp;sound_shockwave_1.bmp;sound_shockwave_1_3.bmp	0/0;5/7
new_soundofdestruction_target.str	148	60	65	14	63	17tex	0/0;5/6;5/7
new_spellfist_fire.str	148	60	51	2	5	14tex	0/0;5/7
new_spellfist_fire.str	148	60	51	3	10	14tex	0/0;5/7
new_spellfist_fire_bottom.str	148	60	56	2	5	8tex	0/0;5/7
new_spellfist_fire_bottom.str	148	60	56	2	5	8tex	0/0;5/7
new_spellfist_water.str	148	60	35	2	5	11tex	0/0;5/7
new_spellfist_water.str	148	60	35	3	10	11tex	0/0;5/7
new_spellfist_water_bottom.str	148	60	56	2	7	13tex	0/0;5/7
new_spellfist_water_bottom.str	148	60	56	2	7	13tex	0/0;5/7
new_spellfist_wind.str	148	60	45	3	10	26tex	0/0;5/7
new_spellfist_wind.str	148	60	45	3	10	26tex	0/0;5/7
new_splash.str	148	60	38	2	3	20tex	0/0;5/7
new_strantumtremor.str	148	60	59	17	58	28tex	0/0;5/6;5/7
new_strantumtremor_bottom.str	148	60	89	2	5	str_crater_12c.tga	0/0;5/6
new_strantumtremor_cast.str	148	60	59	11	30	15tex	0/0;5/7
new_strantumtremor_cast_bottom.str	148	60	59	3	6	24tex	0/0;5/7
new_strantumtremor_hit.str	148	60	34	10	41	9tex	0/0;5/6;5/7
new_success.str	148	60	147	14	55	9tex	0/0;5/6;5/7
new_tetravortex_ball_core.str	148	60	90	3	60	34tex	0/0;2/6;5/7
new_tetravortex_ball_core_bottom.str	148	60	90	4	17	45tex	0/0;5/7
new_tetravortex_cast.str	148	60	60	4	13	cast.tga;cast_light_01.tga;cast_light_02.tga	0/0;5/7
new_tetravortex_earth.str	148	60	45	13	54	6tex	0/0;5/7
new_tetravortex_earth_bottom.str	148	60	60	6	17	exp_grd_point.bmp;tetra_circle.bmp	0/0;5/7
new_tetravortex_fire.str	148	60	45	21	86	6tex	0/0;5/7
new_tetravortex_fire_bottom.str	148	60	60	10	29	exp_grd_point.bmp;tetra_circle.bmp	0/0;5/7
new_tetravortex_water.str	148	60	54	16	63	7tex	0/0;5/6;5/7
new_tetravortex_water_bottom.str	148	60	60	6	17	exp_grd_point.bmp;tetra_circle.bmp	0/0;5/7
new_tetravortex_wind.str	148	60	60	12	49	6tex	0/0;5/7
new_tetravortex_wind_bottom.str	148	60	60	8	23	exp_grd_point.bmp;tetra_circle.bmp	0/0;5/7
new_tigercannon.str	148	60	40	3	10	6tex	0/0;5/7
new_tigercannon.str	148	60	80	6	25	8tex	0/0;5/7
new_tornadostorm.str	148	60	30	7	44	12tex	0/0;5/7
new_tornadostorm_bottom.str	148	60	30	2	3	6tex	0/0;5/7
new_tornadostorm_cast.str	148	60	38	3	8	7tex	0/0;5/7
new_tornadostorm_cast_bottom.str	148	60	40	4	15	17tex	0/0;5/7
new_tornadostorm_hit.str	148	60	17	9	38	7tex	0/0;5/7
new_triangleshot.str	148	60	46	10	33	tri_arrow.tga;tri_arrow_flame_01.tga;tri_arrow_flame_02.tga;tri_explosion.tga	0/0;5/6;5/7
new_triangleshot.str	148	60	74	44	151	47tex	0/0;2/1;5/6;5/7
new_triangleshot_arrow.str	148	60	30	3	34	arrow_01.tga;arrow_02.tga;arrow_light.tga	0/0;5/7
new_triangleshot_arrow.str	148	60	30	8	55	7tex	0/0;5/7
new_triangleshot_bottom.str	148	60	51	5	38	tri_target_01.tga;tri_target_02.tga;tri_target_03.tga	0/0;5/7
new_triangleshot_bottom.str	148	60	51	8	47	tri_explosion_circle.tga;tri_target_01.tga;tri_target_02.tga;tri_target_03.tga	0/0;5/7
new_unlimit.str	148	60	75	8	29	13tex	0/0;5/7
new_unlimit.str	148	60	75	15	56	18tex	0/0;5/7
new_unlimit_bottom.str	148	60	60	4	13	unl_circle_1.bmp;unl_glow_1.bmp	0/0;5/7
new_unlimit_bottom.str	148	60	60	4	13	unl_circle_1.bmp;unl_glow_1.bmp	0/0;5/7
new_varetyrspear.str	148	60	42	10	53	6tex	0/0;5/7
new_varetyrspear.str	148	60	42	13	80	6tex	0/0;5/7
new_varetyrspear_bottom.str	148	60	49	2	5	7tex	0/0;5/7
new_varetyrspear_bottom.str	148	60	49	3	12	8tex	0/0;5/7
new_varetyrspear_cast.str	148	60	0	1	0		
new_varetyrspear_cast.str	148	60	30	5	20	6tex	0/0;5/7
new_varetyrspear_cast_bottom.str	148	60	30	4	9	var_ring_00.bmp;var_ring_01.bmp;var_ring_02.bmp	0/0;5/7
new_varetyrspear_cast_bottom.str	148	60	30	4	9	var_ring_00.bmp;var_ring_01.bmp;var_ring_02.bmp	0/0;5/7
new_vigor_buff.str	148	60	60	15	54	18tex	0/0;5/6;5/7
new_vigor_cast.str	148	60	30	9	48	18tex	0/0;5/6;5/7
new_vulcanarm.str	148	60	20	2	11	vul_lightning_00.bmp;vul_lightning_01.bmp;vul_lightning_02.bmp;vul_lightning_03.bmp	0/0;5/7
new_vulcanarm.str	148	60	20	2	11	vul_lightning_00.bmp;vul_lightning_01.bmp;vul_lightning_02.bmp;vul_lightning_03.bmp	0/0;5/7
new_vulcanarm_bottom.str	148	60	16	6	19	9tex	0/0;5/7
new_vulcanarm_bottom.str	148	60	16	10	33	10tex	0/0;5/7
new_vulcanarm_shothole.str	148	60	68	7	42	vul_shot_1.tga;vul_shot_glow_00.bmp;vul_shot_glow_01.bmp	0/0;5/6;5/7
new_vulcanarm_shothole.str	148	60	68	25	104	6tex	0/0;5/6;5/7
new_wallofthorn_cast.str	148	60	48	3	8	wal_roon_1.bmp;wal_roon_glow_1.bmp	0/0;5/7
new_wallofthorn_cast.str	148	60	48	3	10	wal_shine_1.bmp	0/0;5/7
new_wallofthorn_cast_bottom.str	148	60	48	5	18	7tex	0/0;5/7
new_wallofthorn_cast_bottom.str	148	60	48	5	18	7tex	0/0;5/7
new_windcutter.str	148	60	16	5	12	runeknight_windcutter_flare_01_2.bmp;runeknight_windcutter_hit_01.bmp	0/0;5/7
new_windcutter.str	148	60	100	8	21	runeknight_windcutter_flare_01_2.bmp;runeknight_windcutter_hit_01.bmp;slash_hit_glow_00_1.bmp	0/0;5/7
new_windcutter_bottom_01clock.str	148	60	37	5	16	15tex	0/0;5/7
new_windcutter_bottom_01clock.str	148	60	100	9	34	17tex	0/0;5/7
new_windcutter_bottom_05clock.str	148	60	37	5	16	15tex	0/0;5/7
new_windcutter_bottom_05clock.str	148	60	100	9	34	17tex	0/0;5/7
new_windcutter_target.str	148	60	19	3	10	runeknight_windcutter_flare_01_2.bmp;runeknight_windcutter_hit_01.bmp	0/0;5/7
new_windcutter_target.str	148	60	100	8	35	runeknight_windcutter_flare_01_2.bmp;runeknight_windcutter_hit_01.bmp;slash_hit_glow_00_1.bmp	0/0;5/7
newmoon_kick.str	148	60	140	11	48	9tex	0/0;5/7
nipelheim.str	148	60	100	13	86	14tex	0/0;5/6
nipelheim_cast.str	148	60	72	4	15	10tex	0/0;5/6
nnnaaa.str	148	60	180	19	138	pika02.bmp;snow1.bmp;snow2.bmp;snow3.bmp;snow_a.bmp	0/0;5/7
note_1.str	148	60	90	16	121	6tex	0/0;5/7
note_1.str	148	60	90	16	121	6tex	0/0;5/7
notetama.str	148	60	180	15	78	7tex	0/0;5/6;5/7
npc_block_seal_loop.str	148	60	47	6	33	11tex	0/0;5/6;5/7
npc_block_seal_loop_bottom.str	148	60	47	4	13	blo_glow_00.TGA;blo_glow_01.tga	0/0;5/6;5/7
npc_block_seal_start.str	148	60	35	14	69	18tex	0/0;5/6;5/7
npc_cane_of_evil_eye.str	148	60	59	4	9	17tex	0/0;5/6;5/7
npc_cane_of_evil_eye_end.str	148	60	19	4	9	can_eye_00.tga;can_line_00.bmp;can_wood.tga	0/0;5/6;5/7
npc_cane_of_evil_eye_hit.str	148	60	59	11	32	30tex	0/0;5/6;5/7
npc_cane_of_evil_eye_light_03c_end.str	148	60	10	2	3	can_light_e_00.bmp;can_light_e_01.bmp;can_light_e_02.bmp;can_light_e_03.bmp;can_light_e_04.bmp	0/0;5/7
npc_cane_of_evil_eye_light_03c_loop.str	148	60	59	2	3	15tex	0/0;5/7
npc_cane_of_evil_eye_light_03c_start.str	148	60	19	2	3	8tex	0/0;5/7
npc_cane_of_evil_eye_start.str	148	60	24	10	53	30tex	0/0;5/6;5/7
npc_cur_b_cube_bottom_loop.str	148	60	80	3	10	cur_cube_b_00.tga;cur_cube_b_01.tga;cur_cube_b_02.tga;cur_cube_b_03.tga;cur_cube_b_04.tga	0/0;1/6;5/7
npc_cur_b_cube_bottom_start.str	148	60	11	3	10	cur_cube_b_00.tga;cur_cube_b_01.tga;cur_cube_b_02.tga;cur_cube_b_03.tga;cur_cube_b_04.tga	0/0;1/6;5/7
